department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won,avg_training_score,is_promoted
4,11,0,1,2,1,30,2.533069555,2,0,0,71,1
5,18,0,0,2,1,37,1,6,0,0,71,0
7,6,2,1,2,1,31,3,4,0,0,52,0
7,31,2,1,2,1,40,2,6,0,0,48,0
4,32,0,0,0,1,32,5,8,1,0,58,0
4,11,2,0,1,1,42,4.249700439,14,0,0,71,1
7,4,0,0,2,1,40,4,4,1,1,48,0
0,25,0,1,0,1,42,4,14,0,0,87,0
4,11,1,0,2,1,53,4.609057772,11,1,0,58,1
4,14,0,0,2,1,31,3.81795443,6,1,0,57,1
7,15,2,1,0,1,35,2.474486813,5,1,1,50,1
7,31,1,0,0,1,42,3.244271917,14,1,0,47,1
4,17,0,0,0,1,27,3,3,0,0,61,0
8,9,0,0,0,1,58,3.631239043,18,0,0,90,1
0,29,2,1,2,1,35,5,8,1,0,87,1
4,11,0,1,0,1,51,3,8,1,0,62,0
0,31,0,1,0,3,26,3,3,1,0,84,1
5,11,2,0,2,1,47,5,18,1,0,68,0
5,14,0,1,0,1,36,3.507951264,8,1,0,69,1
7,7,0,1,2,1,49,2,12,0,0,47,0
4,14,0,0,0,1,28,5,2,0,0,69,1
5,11,1,1,2,1,21,3,2,1,0,67,0
7,28,0,1,0,1,37,1,7,1,0,50,1
4,11,0,1,0,1,31,1,3,0,0,62,0
8,11,2,1,0,1,41,1,4,1,0,80,0
4,10,0,0,2,1,39,4,7,0,0,62,0
7,28,2,0,2,1,42,3,10,1,0,53,0
7,17,2,1,0,1,36,4,4,1,0,49,0
0,4,0,1,0,1,33,3,2,0,0,87,0
5,4,0,0,0,1,27,3.796233174,2,1,0,68,1
7,15,2,1,0,1,39,3,10,0,0,46,0
5,11,2,1,0,1,46,3,7,1,1,72,0
5,31,1,0,0,1,32,5,6,1,0,66,1
8,19,0,0,0,1,26,3.3486603,4,0,0,82,1
1,28,2,0,0,1,33,4,6,1,0,53,1
7,25,0,0,2,1,27,1,2,0,0,49,0
4,23,0,0,0,1,27,3,6,0,0,63,0
5,31,2,0,2,1,35,3,6,0,0,73,0
1,31,1,0,2,1,34,5,7,1,0,59,1
7,15,0,0,2,1,28,5,4,0,0,53,0
7,23,0,0,0,1,31,3,3,0,0,53,0
7,18,2,1,0,1,49,4,9,0,0,51,0
3,32,0,1,1,1,31,3,7,1,0,56,1
8,11,0,0,0,1,48,5,6,1,0,83,1
5,11,0,0,0,1,23,3,2,0,0,73,0
4,11,0,1,0,2,39,4,5,0,0,60,0
4,14,0,1,0,1,42,3.214581819,10,1,0,58,1
7,2,0,0,1,1,26,5,2,1,0,46,1
5,14,2,1,0,4,33,2,4,0,0,70,0
5,11,0,1,2,1,37,5,8,1,0,88,1
8,4,0,0,0,2,38,3,7,0,0,82,0
4,31,0,0,2,1,42,5,2,0,0,82,1
7,33,2,1,0,1,29,1,3,0,0,45,0
8,7,0,1,2,1,25,3,2,0,0,79,0
7,31,2,1,2,1,34,3,7,1,0,95,1
4,11,0,0,0,1,30,3,7,0,0,61,0
8,7,0,1,2,1,33,3.148253842,10,1,0,76,1
7,11,1,0,0,1,38,4.521077122,5,1,0,52,1
7,32,2,1,2,1,31,5,6,0,0,47,0
0,24,0,0,0,1,27,3,2,1,0,86,1
7,14,0,0,2,2,28,3.887200582,4,1,0,47,1
0,19,0,1,0,1,28,5,2,0,0,85,1
5,11,1,0,1,1,35,2.725140467,9,0,0,79,1
7,18,0,0,2,1,31,3.38345643,3,0,0,62,1
5,21,2,1,0,1,41,2,10,0,0,73,0
4,11,2,0,0,1,39,5,11,0,0,60,0
0,18,0,1,0,1,33,5,8,0,0,88,1
5,4,1,0,0,1,36,3.187205446,5,1,0,67,1
6,6,2,1,0,1,34,3,6,0,0,87,0
7,21,0,1,0,1,29,2,8,0,0,51,0
7,28,1,1,0,1,55,3,11,1,0,50,1
7,20,2,1,0,1,38,5,6,0,0,90,1
5,11,2,0,1,1,37,5,8,0,0,86,1
2,15,0,0,0,1,28,2,2,1,0,52,1
1,31,2,1,0,2,31,3,3,1,0,63,0
7,28,2,1,0,1,35,4.306475595,9,1,0,48,1
5,14,2,1,2,1,35,3.943475035,3,0,1,79,1
4,28,0,0,0,2,45,2,12,1,0,62,1
7,7,0,1,2,1,32,2,5,0,0,52,0
8,11,0,1,0,1,47,3,6,0,0,75,0
8,11,0,0,1,1,24,4.929074305,2,0,0,81,1
1,20,0,1,0,1,26,5,1,1,0,59,1
4,10,2,0,0,1,38,5,10,1,0,55,1
7,24,2,1,0,1,29,3,4,0,0,49,0
4,11,0,1,1,1,25,4.369663389,3,1,0,61,1
8,30,0,0,2,1,46,2.74970052,19,1,0,81,1
8,6,0,0,0,1,38,3,8,0,0,83,0
8,31,2,0,0,1,37,4.899694076,10,0,0,88,1
7,1,2,1,0,2,37,2,7,0,0,50,0
8,18,0,0,0,1,29,1,2,0,0,81,0
8,11,0,0,0,1,35,3,9,0,0,91,1
5,11,2,0,2,1,41,3,11,0,0,68,0
5,29,0,0,0,1,26,5,4,1,0,71,0
4,14,2,0,0,1,32,5,6,1,0,64,1
7,1,0,1,0,1,37,3,9,0,0,51,0
5,29,2,0,2,1,36,3,10,0,0,68,0
7,18,0,1,0,1,25,2.226542735,3,0,0,65,1
5,14,2,1,0,1,33,4,7,1,0,70,0
7,31,2,1,2,2,34,5,5,1,0,50,1
4,31,0,1,2,1,54,3,3,0,0,53,0
5,31,0,0,2,1,47,5,16,1,0,68,0
2,14,0,1,0,1,24,2,2,0,0,50,0
7,13,0,1,2,1,38,1,2,1,0,50,0
5,28,0,1,2,1,43,4.072796014,2,0,0,76,1
8,14,0,1,0,1,28,3,3,0,0,82,0
4,21,0,1,0,1,34,3,7,0,0,62,0
1,30,1,1,2,1,38,5,7,0,0,88,1
5,11,0,0,0,1,32,5,4,0,0,80,1
1,11,0,1,0,1,37,4,9,0,0,59,0
0,31,0,1,0,1,34,5,9,1,0,84,0
5,7,0,1,0,1,29,5,2,1,0,68,0
0,12,0,1,1,1,32,5,4,0,0,97,1
5,6,0,0,0,1,37,4,11,0,0,69,0
4,8,0,0,2,1,31,5,3,1,0,62,0
6,11,2,1,0,1,38,4.259469714,7,1,0,69,1
7,7,0,1,0,1,52,3,19,0,0,48,0
2,11,2,0,1,1,37,4.78245344,4,1,0,49,1
2,17,0,0,0,1,28,5,3,0,0,50,0
5,11,0,0,1,1,30,3.835260128,4,0,0,80,1
8,15,2,1,0,1,40,2,9,0,0,78,0
5,11,0,0,0,1,26,3,2,0,0,67,1
7,20,0,0,0,2,29,1,6,0,0,48,0
7,12,0,1,0,1,43,5,6,0,0,49,0
0,11,0,1,0,1,40,4,3,0,0,85,0
4,11,0,1,0,1,32,3.717896327,2,0,0,72,1
3,9,0,0,0,1,30,4.913346603,5,1,0,60,1
7,14,2,0,2,2,42,2,3,0,0,53,0
4,6,0,0,0,1,34,2,2,0,0,62,0
8,18,0,0,0,1,26,4.19389514,3,1,0,78,1
4,4,0,0,0,1,35,4.689881279,10,1,0,59,1
0,11,2,1,2,1,32,5,6,0,0,86,0
6,14,0,1,0,1,43,3.723837485,10,1,0,60,1
8,5,2,1,0,1,32,5,6,1,0,77,1
5,11,0,0,1,1,41,3.596842102,2,0,1,79,1
0,11,0,1,0,1,37,5,10,0,0,97,1
5,5,2,1,0,1,38,5,3,1,0,70,1
7,3,1,1,0,1,34,3,4,1,0,48,1
7,18,2,0,0,1,37,1,8,0,0,49,0
0,20,0,1,0,2,29,3,3,0,0,86,1
5,11,2,0,0,1,37,3.895856033,4,1,0,71,1
7,11,2,0,0,1,39,5,4,0,1,95,1
7,11,1,0,0,1,35,5,3,0,0,59,1
7,14,0,1,0,1,27,2,3,0,0,53,0
5,31,1,1,0,1,36,5,8,1,0,72,1
7,7,0,1,2,1,28,3.972384349,3,1,0,52,1
1,31,0,1,0,1,31,5,7,1,0,62,0
4,11,0,1,0,1,32,3.924241061,2,0,0,72,1
7,11,0,1,2,1,54,1,25,0,0,46,0
6,4,0,0,2,1,31,3.770090726,6,0,0,66,1
7,20,2,1,1,1,40,4.212168157,6,0,0,90,1
8,11,0,0,0,1,36,5,4,1,0,81,0
8,6,0,1,2,1,34,1,7,0,0,80,0
0,31,0,0,0,1,29,1,2,0,0,89,0
0,11,0,1,0,1,32,5,3,0,0,81,0
8,4,2,0,0,1,33,4,9,1,0,81,0
7,4,0,1,2,1,30,3,3,0,0,49,0
4,11,0,0,1,1,59,3.978937601,3,0,0,70,1
7,19,2,1,0,1,54,4,24,0,0,53,0
4,13,0,0,0,1,36,5,6,1,0,55,1
5,4,0,0,0,1,46,5,6,0,0,59,1
4,1,0,0,2,1,32,5,7,0,0,71,1
7,30,0,1,0,1,37,4.074241179,9,1,0,48,1
8,15,2,1,0,1,41,4.368623717,12,1,0,87,1
7,11,1,0,1,1,52,3.746607875,13,0,0,93,1
7,24,0,1,2,1,26,4,3,1,0,47,0
7,6,0,1,2,1,42,3,7,0,0,49,0
8,6,0,0,2,1,27,4,2,1,0,76,0
1,4,0,1,0,1,25,5,3,1,0,56,0
4,14,0,1,2,1,32,4,6,1,0,58,0
4,11,0,0,0,4,36,2,2,0,0,57,0
0,14,2,1,2,1,32,4,4,1,0,87,0
5,11,0,0,0,1,56,4.616241035,17,0,0,89,1
7,11,2,1,2,1,41,3,9,1,0,50,1
5,11,0,0,0,1,54,5,7,0,0,97,1
8,6,0,0,0,1,30,3,6,1,0,76,1
1,14,0,1,1,1,27,5,2,0,0,91,1
6,4,0,0,2,1,31,4.028416489,6,0,0,65,1
7,28,0,1,2,1,37,2,3,1,0,46,0
4,21,0,1,2,1,38,5,5,1,0,62,0
6,13,0,1,0,1,24,3.339957681,2,1,1,91,1
6,24,0,1,0,1,34,3,9,0,0,85,0
5,31,0,0,0,1,32,4.014987841,7,1,0,70,1
1,11,0,1,2,1,30,4,5,1,0,62,0
8,4,0,1,0,1,35,3,3,1,0,83,1
4,11,2,0,0,1,35,2.614841774,6,0,0,69,1
4,24,2,0,2,1,39,5,8,1,0,64,0
8,31,0,0,1,1,29,4.615088423,6,0,0,89,1
4,14,2,0,0,1,37,5,13,1,0,59,0
4,28,0,0,2,1,39,4.572230445,9,0,0,71,1
4,4,0,0,0,1,37,5,3,1,0,59,1
7,14,0,1,1,1,29,3,3,1,0,48,0
7,11,0,0,2,1,37,3.205129366,9,0,0,65,1
4,11,0,1,0,2,38,3,5,0,0,60,0
3,27,0,1,0,1,27,3,3,0,0,63,0
7,19,0,1,0,1,36,3,3,1,0,52,0
4,14,0,0,0,1,43,5,13,1,0,62,0
0,14,0,0,2,1,31,4.679190638,2,1,0,88,1
8,29,0,0,0,1,48,2,14,0,0,91,1
4,5,2,0,0,1,40,5,4,1,1,93,1
4,6,1,0,0,1,37,3.301725401,7,0,0,74,1
4,14,2,0,2,1,32,3,6,1,0,56,0
1,14,1,1,2,1,33,4.31756307,9,1,0,58,1
4,2,0,1,0,2,24,5,2,1,0,59,0
8,3,2,0,1,1,36,3.136033076,3,0,0,82,1
4,11,0,0,0,1,51,3,8,0,0,60,0
5,14,0,1,0,1,27,3,2,0,0,70,0
7,20,2,1,0,2,44,3,5,0,0,51,0
7,31,0,0,2,1,35,3,8,0,0,47,0
6,19,1,1,2,1,32,5,4,0,0,88,1
0,18,0,0,0,1,28,5,5,0,0,90,1
4,10,0,1,0,1,35,5,8,1,0,57,0
5,14,0,1,0,1,31,3.008072862,3,0,0,80,1
4,4,2,1,0,1,36,4,7,0,0,60,0
0,11,0,1,0,2,37,4,7,0,0,87,0
6,4,0,1,0,1,32,2.004930489,7,0,0,97,1
8,31,1,0,2,1,45,3,2,1,0,78,1
2,11,2,1,2,1,48,3,18,0,0,50,0
4,30,0,1,0,1,31,3.151585532,5,1,0,61,1
5,31,0,0,2,1,29,5,5,0,0,62,1
0,20,0,1,2,1,30,3,2,1,0,83,1
5,15,0,1,2,1,32,4,6,1,0,73,0
4,7,0,0,2,1,42,4,9,0,0,58,0
4,10,0,0,0,1,29,4,2,0,0,66,0
4,6,0,1,2,1,49,3,2,1,0,60,0
4,28,2,0,0,1,40,4,6,0,0,62,0
5,11,2,1,0,2,49,3,12,0,0,69,0
0,31,0,1,0,1,32,3.980329329,5,1,0,82,1
3,11,0,1,0,1,44,1,3,0,0,61,0
0,23,0,1,1,1,30,3,6,1,0,86,1
8,29,0,0,2,1,25,4.563783928,2,0,0,83,1
4,30,2,0,0,1,49,3,10,0,0,62,0
5,11,0,1,2,1,25,5,2,1,1,72,0
1,11,0,1,0,1,22,3,2,0,0,61,0
4,18,2,0,0,1,49,3,8,1,0,52,0
8,17,2,1,0,1,32,3,4,1,0,78,0
8,28,0,0,0,1,29,3,3,1,0,77,1
7,13,0,1,0,1,29,3.560268492,2,0,0,89,1
7,17,2,1,2,1,37,3.043101664,9,1,0,50,1
5,11,2,1,0,1,38,4,4,1,0,72,1
0,19,0,1,0,1,28,4.161178776,3,1,0,85,1
4,11,0,1,0,1,42,3,15,0,0,63,0
8,11,2,0,2,2,49,4,9,0,0,78,0
7,24,0,1,0,1,26,3,4,0,0,50,0
0,21,0,1,0,1,31,5,6,0,0,86,0
8,11,2,0,2,2,34,4,3,1,0,80,1
8,11,0,0,2,2,31,5,5,1,0,77,1
4,14,0,1,0,1,34,5,7,1,0,64,1
4,16,0,1,0,1,36,1,4,0,0,58,0
4,11,0,0,2,1,30,2.891515955,3,0,0,85,1
1,6,0,1,2,2,33,5,7,1,0,57,0
2,14,1,1,0,1,22,3,2,0,0,50,0
8,1,0,0,0,1,29,3,3,1,0,81,1
5,21,0,1,0,1,29,1,5,0,0,64,0
4,6,0,0,0,1,35,3,5,1,0,56,1
4,18,2,0,0,1,33,5,3,1,0,56,1
5,31,2,0,2,1,32,3.21476371,2,1,0,70,1
5,11,0,0,2,2,33,3,6,0,0,71,0
0,27,0,1,0,2,31,5,7,0,0,85,0
6,31,2,1,0,1,37,5,11,0,0,90,1
7,29,2,1,0,1,54,3.613031618,13,1,0,49,1
5,14,0,1,2,1,29,5,4,0,0,64,1
2,6,0,1,0,1,40,1,9,0,0,44,0
1,20,2,1,2,1,33,4.710409382,5,0,0,71,1
2,11,2,0,1,1,38,4.945690538,7,1,0,45,1
4,19,2,1,2,1,48,5,20,1,0,62,1
7,11,0,1,0,1,60,5,14,0,0,48,0
0,24,0,1,0,1,28,3,5,1,0,82,0
4,27,0,1,2,1,31,4.320402094,7,0,0,98,1
5,14,0,0,0,1,31,4.066510928,3,1,0,87,1
0,14,0,1,2,2,28,5,4,0,0,83,1
7,10,0,1,0,2,36,5,3,0,0,50,0
5,10,0,0,2,1,28,3,2,0,0,63,1
7,28,2,1,0,1,46,3,22,0,0,48,0
5,31,2,0,0,3,37,3,7,0,0,74,0
7,11,0,1,1,1,34,3.80338878,5,0,0,91,1
7,20,0,1,0,2,26,1,2,0,0,45,0
0,24,0,1,2,2,29,3,2,0,0,86,0
4,31,2,0,2,1,38,5,9,1,0,58,0
4,5,0,0,0,1,32,3.78674678,7,1,0,57,1
7,30,0,1,0,1,45,3.205291973,2,1,0,48,1
7,15,0,1,2,1,33,1,7,0,0,48,0
1,31,0,0,0,1,27,5,3,0,0,55,0
0,14,0,0,0,1,28,2.183281918,6,1,0,81,1
2,14,1,0,0,1,23,3,2,0,0,53,0
7,28,0,1,2,2,39,3,9,0,0,46,0
8,24,0,0,1,1,31,4.527417544,5,1,0,80,1
7,11,1,0,1,1,40,5,4,1,0,46,1
1,11,0,0,0,1,35,3,9,0,0,61,0
7,14,0,1,0,2,27,3.4427341,3,1,1,71,1
4,13,1,1,0,1,34,5,8,0,0,89,1
7,31,0,1,1,1,42,5,7,1,0,71,1
7,13,2,0,2,1,47,5,18,1,0,71,1
5,14,2,1,0,1,33,4,5,1,0,69,0
7,11,0,0,0,1,36,5,4,0,1,82,1
7,17,2,1,2,2,32,4.067853523,5,1,0,92,1
5,10,2,0,0,1,34,3,10,0,0,85,1
1,31,0,0,1,1,28,3.217686457,2,0,0,71,1
3,11,0,1,0,1,38,4,9,0,0,61,0
1,31,0,0,0,2,32,4.545517886,7,0,0,95,1
8,2,2,0,1,1,31,3.569944899,4,0,0,89,1
1,14,0,1,0,1,28,5,2,0,0,91,1
7,31,0,1,0,1,44,1.947429336,17,0,0,61,1
5,4,2,1,0,1,41,5,6,1,0,70,0
4,31,0,0,2,1,33,3.029840494,4,0,0,74,1
7,18,0,1,1,1,41,3.419855603,13,1,0,47,1
5,13,1,0,0,1,45,4.464117563,17,0,0,77,1
5,31,2,0,0,1,35,4,3,1,0,73,0
7,29,2,1,2,1,37,3,5,0,0,48,0
4,6,0,1,2,2,32,3,6,1,0,62,1
7,2,0,1,0,1,34,3,5,0,0,48,0
4,19,2,1,0,1,49,4,19,1,0,60,0
7,21,2,1,0,1,34,3,8,0,0,51,0
8,11,2,1,2,1,45,4,5,1,0,83,0
5,15,2,0,0,1,37,4,8,0,0,69,0
4,25,0,1,0,2,30,3,3,0,0,60,0
7,11,2,0,2,1,39,3.04332944,11,1,0,48,1
8,16,0,1,0,1,30,3,6,0,0,81,0
7,11,0,1,2,1,57,2,26,0,0,54,0
1,25,0,1,0,1,29,3,6,0,0,62,0
5,11,2,0,0,1,38,4.257108197,7,1,0,73,1
5,11,0,1,2,1,31,3,5,0,0,77,0
7,11,2,1,0,2,46,3,6,0,0,48,0
0,17,2,1,0,1,35,3,8,1,0,83,1
7,20,0,1,2,1,41,3,3,0,0,49,0
7,6,0,1,0,1,33,5,7,0,0,53,0
7,10,0,1,0,1,31,1,4,0,0,49,0
0,14,0,1,2,2,29,5,6,1,0,90,0
4,31,1,1,0,1,38,4.845298597,7,0,0,58,1
4,12,2,0,0,1,35,5,8,1,0,60,1
8,31,0,0,2,1,48,3,3,0,0,78,0
3,11,2,1,2,1,37,4,10,0,0,58,0
4,31,0,0,0,1,32,4.843298979,6,0,0,66,1
6,15,2,0,0,1,41,4.089433168,8,0,0,80,1
7,11,0,0,0,1,51,3.594380703,4,1,0,49,1
7,6,0,1,2,1,33,4,6,0,0,57,0
4,11,0,1,0,1,32,4.217487045,2,1,0,72,1
4,15,0,0,2,1,34,4,10,1,0,61,0
5,31,2,0,0,1,33,2,7,0,0,72,0
4,31,2,0,0,1,36,5,7,1,0,58,1
8,31,0,1,2,2,29,1,2,0,0,82,0
7,14,0,0,2,1,27,1,4,0,0,47,0
7,11,0,1,2,2,46,1,7,0,0,48,0
8,14,0,1,2,1,32,3,6,1,0,81,0
5,31,2,0,2,3,34,4,7,1,0,75,0
0,28,2,1,2,1,35,3.825468889,8,0,1,87,1
8,29,0,1,0,1,45,3.789936428,3,0,0,80,1
5,6,2,0,0,4,32,3,8,0,0,70,0
5,6,0,1,0,1,40,5,9,1,0,68,0
8,4,0,1,1,1,30,5,2,1,0,81,0
7,15,2,1,0,1,39,4.213968194,6,0,0,60,1
7,1,2,1,2,1,41,2,13,0,0,53,0
7,4,2,0,0,1,32,4,4,1,0,52,0
0,14,0,0,0,1,28,4,5,0,0,84,1
7,12,0,1,0,1,28,3,3,0,0,47,0
5,4,0,0,2,1,28,2,2,0,0,65,0
7,17,0,1,0,1,28,3,1,1,0,49,1
7,17,2,1,0,1,42,4,11,1,0,47,0
8,11,0,0,2,1,26,3,4,0,0,77,0
7,30,0,0,0,1,30,5,8,1,0,46,1
7,23,0,0,2,1,45,1,16,0,0,47,0
4,5,1,1,0,1,42,4,4,0,0,73,1
3,14,2,0,1,1,32,5,5,1,0,64,1
7,19,0,1,2,1,25,3,4,0,0,53,0
7,4,0,1,0,1,23,4,2,0,0,64,1
7,11,0,1,2,1,40,5,7,0,0,48,0
4,31,2,1,2,2,50,3,7,1,0,61,1
4,14,0,1,2,1,47,2,9,0,0,56,0
2,11,2,1,2,2,46,3,2,0,0,51,0
8,8,0,0,0,1,30,2,11,0,0,81,0
2,28,0,0,2,1,27,4.152875343,4,1,0,52,1
5,11,0,0,0,1,26,4.786234189,2,1,0,67,1
7,31,2,0,1,1,36,4.552668776,9,1,0,93,1
7,31,0,0,0,1,26,4.140038594,2,0,0,59,1
8,5,0,0,1,1,28,3.589916659,5,1,0,75,1
7,11,2,1,2,1,34,3,6,1,0,50,0
5,31,0,0,0,1,33,4.018566948,5,1,0,68,1
7,11,0,1,0,1,35,3,3,0,0,91,1
2,11,1,0,1,1,52,4.882412525,5,1,0,47,1
0,4,0,1,0,1,40,1,2,0,0,88,0
7,6,0,1,0,1,25,3,2,0,0,50,0
7,7,0,1,2,1,30,4,8,0,0,50,0
4,10,2,0,0,1,44,4.103699078,13,1,0,61,1
6,14,2,1,2,1,32,4.144230605,3,1,0,82,1
5,4,0,0,1,1,30,4.095384293,6,1,0,68,1
4,24,0,1,2,1,30,3,8,0,0,57,0
5,2,2,1,0,1,33,3,9,0,0,68,0
5,11,2,1,2,1,45,3,14,1,0,63,0
7,10,2,0,2,1,36,3,7,0,0,47,0
6,11,0,0,0,1,49,3,8,1,1,92,1
7,2,0,1,2,2,33,3,6,0,0,50,0
7,11,0,1,0,1,30,4,4,0,0,62,1
4,11,2,0,0,1,58,3,5,0,0,64,0
4,31,1,1,2,1,23,4,1,0,0,59,0
5,6,0,1,2,1,28,4,3,1,0,74,0
7,11,2,1,0,1,44,1,14,0,0,44,0
8,11,2,0,2,1,35,4,5,0,0,79,0
1,11,2,1,0,2,37,5,10,1,0,91,1
4,10,2,1,2,2,46,3,15,0,0,60,0
8,11,0,1,2,1,58,5,4,1,0,82,0
7,0,1,1,0,1,31,4.906659435,4,0,0,93,1
2,14,0,1,0,1,32,5,7,1,0,46,0
8,32,0,1,2,2,29,4,6,0,0,78,0
4,31,2,1,2,1,33,5,6,0,0,55,0
5,31,2,1,0,1,33,3,9,0,0,70,0
0,14,0,0,0,1,34,1,4,0,0,83,0
8,15,2,0,2,1,32,4,10,1,0,82,0
8,31,2,0,0,1,37,4.562131512,10,0,0,88,1
8,7,2,0,0,1,34,5,10,1,0,81,0
4,13,0,1,0,1,32,5,2,1,0,61,0
5,11,2,1,0,1,53,3,25,1,0,65,0
5,8,0,0,1,2,30,4.910282206,4,1,0,71,1
7,31,0,0,2,1,37,3,10,0,0,51,0
7,30,0,1,0,1,30,5,4,1,0,49,1
8,2,0,1,2,1,31,5,5,1,0,76,0
8,14,0,1,2,3,26,1,2,0,0,80,0
5,6,2,1,0,1,36,1,9,0,0,70,0
2,11,2,0,2,1,52,3,12,0,0,50,0
8,15,2,1,0,1,37,3,5,0,0,74,0
4,6,0,0,2,1,34,4,4,1,0,54,0
5,4,0,1,2,2,34,4,3,0,0,66,0
2,11,2,0,2,1,59,3.413497514,18,0,0,61,1
0,5,0,1,0,1,27,4,3,1,0,89,0
0,23,0,1,0,1,32,5,3,1,0,82,0
4,11,0,0,0,1,30,3.559232164,6,1,0,59,1
4,14,0,0,0,1,35,5,7,0,0,71,1
8,11,2,0,0,1,55,4.905839209,15,0,0,87,1
0,14,0,1,2,1,29,4,2,1,0,80,1
3,31,0,1,0,1,40,2,10,0,0,57,0
0,11,0,0,2,1,31,3,3,0,0,86,0
0,19,0,1,0,1,30,1,2,0,0,85,0
8,6,0,1,2,1,30,3,3,1,0,79,0
4,1,2,1,0,1,48,3,4,1,0,59,0
0,27,0,1,2,1,30,1,4,0,0,82,0
2,16,2,1,2,1,33,4,7,0,0,59,0
7,14,0,1,0,1,27,3,2,1,0,97,1
7,9,1,1,0,1,54,5,10,1,0,47,1
5,11,2,0,0,1,38,4,9,0,0,71,0
7,31,0,1,1,1,30,5,5,1,0,94,1
4,31,0,0,0,1,45,5,7,1,0,64,1
5,6,2,1,0,1,41,2,9,1,0,71,0
8,30,0,1,0,3,30,3,2,1,0,81,0
2,0,2,1,2,1,31,5,2,1,0,49,0
0,19,1,1,0,1,40,1.416414735,5,0,0,84,1
4,11,2,1,2,1,44,4,4,0,0,63,0
4,14,1,0,0,1,36,3.167727465,8,1,0,61,1
4,6,0,0,2,1,29,5,3,1,0,61,0
4,28,2,0,0,1,44,5,4,1,0,96,1
5,5,0,0,2,1,32,3,4,0,0,72,0
5,19,2,1,0,3,40,3,7,0,0,71,0
4,14,2,0,2,1,35,4.376341957,8,0,0,72,1
4,25,0,1,0,1,33,3,4,1,0,58,1
4,28,0,0,0,1,35,4.865297373,3,1,0,61,1
7,20,1,1,0,1,36,3.093425109,3,0,0,64,1
7,11,2,1,2,1,40,1,7,0,0,48,0
2,4,0,0,0,1,25,5,2,0,0,58,1
8,19,0,1,0,1,25,4.036148205,3,1,0,96,1
7,11,1,1,1,1,40,3.464235334,11,1,0,48,1
5,11,1,1,2,1,39,3,6,1,0,66,1
0,11,0,1,0,1,34,5,10,0,0,89,1
7,1,2,1,2,1,45,5,17,1,0,44,0
1,10,0,1,2,1,29,3,4,0,0,73,1
5,31,2,0,1,1,39,3.044356758,5,1,0,68,1
5,11,2,0,2,1,56,4,12,0,0,68,0
4,27,2,0,0,1,44,5,4,1,0,96,1
5,11,2,0,2,1,33,2,9,0,0,65,0
1,14,0,0,0,1,28,4.253759277,2,1,0,58,1
7,11,0,1,2,2,44,3,4,0,0,49,0
7,29,2,1,1,1,55,4,7,1,0,46,1
4,2,2,0,0,1,44,3,10,0,0,56,0
0,1,0,1,0,1,30,3.695200689,4,1,0,89,1
7,11,0,1,0,4,29,3,7,0,0,46,0
1,25,0,1,2,1,34,4,9,0,0,61,0
7,9,0,1,0,1,33,4,7,1,0,49,1
7,4,0,1,0,1,43,3,2,1,0,49,1
0,14,0,1,0,1,28,4,9,0,0,84,0
3,14,0,1,0,1,29,3,3,0,0,70,1
4,28,0,0,2,1,39,4,11,1,0,65,0
2,18,0,1,2,1,28,4.053794213,2,1,0,50,1
4,11,0,1,2,1,43,3,16,0,0,56,0
2,31,0,1,2,1,47,3,17,0,0,48,0
5,11,0,0,2,1,38,4.310294968,9,0,0,65,1
0,18,1,1,2,1,34,5,4,0,0,97,1
2,11,0,1,0,1,29,4,4,1,0,49,0
0,6,0,1,0,1,31,5,9,0,0,81,0
7,1,2,0,0,1,40,4,10,0,0,50,0
0,14,0,1,1,1,28,4.25746677,5,1,0,86,1
4,24,0,1,0,1,31,3,3,0,0,63,0
5,4,0,0,0,1,27,3,2,1,0,66,1
8,24,2,0,0,2,39,5,11,1,0,76,0
6,2,0,0,2,1,27,3.215826522,2,1,0,54,1
3,14,0,1,1,1,33,3,4,1,0,59,1
8,31,0,0,0,1,28,5,3,0,0,91,1
4,11,0,1,0,1,58,3,10,0,0,61,0
0,14,2,1,0,1,29,2,5,0,0,86,0
4,28,0,0,0,1,28,3.541466814,5,1,0,57,1
8,31,2,0,0,1,40,1.084480024,6,1,0,79,1
8,7,1,0,1,1,23,5,2,0,0,90,1
4,6,0,1,2,2,36,5,7,1,0,59,0
7,18,0,1,0,2,30,3,2,1,0,52,1
8,18,0,1,0,1,26,1,2,0,0,80,0
7,15,0,1,2,1,27,4.335923208,3,1,0,52,1
0,14,0,1,2,1,37,2,7,0,0,83,0
8,11,0,1,0,3,30,2,5,0,0,74,0
8,6,0,0,0,1,27,4.369740071,5,0,1,86,1
0,29,1,0,2,1,36,2.198662133,6,0,0,81,1
4,11,2,0,0,1,59,3,6,0,0,59,0
8,19,0,1,0,1,23,3,2,1,0,78,1
7,11,0,1,1,1,35,4,8,1,0,49,1
4,14,0,0,2,2,38,3,5,1,0,58,0
3,4,0,0,0,1,37,4.907018772,10,1,0,60,1
8,15,0,1,0,2,30,3,5,0,0,82,0
7,19,0,1,0,1,31,4.549851967,2,1,0,51,1
4,14,2,1,0,1,41,5,6,1,1,61,0
7,11,2,1,1,1,38,3,5,0,0,63,1
4,31,2,1,2,1,37,3.342245717,5,0,0,96,1
